user_id,in_user,in_user_raw,location_is_US,country_is_US,raw_title_non_empty,raw_summary_non_empty,english_raw
7864578,1,1,0,0,1,0,0
3932421,1,1,0,0,0,0,0
4980998,1,1,0,0,1,0,0
39321865,1,1,0,0,0,0,0
48759050,1,1,0,0,1,0,0
91488522,1,1,0,0,1,0,0
193462539,0,0,0,0,0,0,0
207094029,1,1,1,1,1,0,0
160432397,0,0,0,0,0,0,0
61866255,0,0,0,0,0,0,0
120848656,1,1,0,0,0,0,0
87032079,1,1,0,0,0,0,0
171966738,1,1,1,1,1,1,1
169345299,1,1,0,0,1,0,0
17826063,1,1,1,1,1,1,1
48496913,1,1,0,0,1,1,1
199754015,1,1,1,1,0,0,0
109052193,1,1,1,1,1,0,0
203948324,1,1,0,0,1,1,0
141033767,1,1,0,0,1,0,0
80216364,1,1,1,1,0,0,0
6553906,0,0,0,0,0,0,0
95945012,1,1,1,1,1,0,0
61079863,1,1,0,0,1,1,1
84934970,1,1,0,0,1,0,0
126353723,0,0,0,0,0,0,0
1311036,1,1,1,1,1,0,0
144441659,1,1,0,0,1,0,0
197919038,1,1,1,1,1,0,0
68682056,1,1,1,1,0,0,0
195297614,0,0,0,0,0,0,0
160694610,1,1,1,1,0,0,0
29360467,1,1,0,0,0,0,0
7864658,1,1,0,0,1,1,1
196084053,1,1,0,0,0,0,0
91226452,1,1,0,0,1,0,0
2883927,1,1,0,0,1,0,0
54264153,1,1,1,1,1,1,1
82051421,1,1,0,0,1,0,0
55574882,0,0,0,0,0,0,0
155451747,1,1,1,1,0,0,0
133693802,1,1,1,1,1,0,0
204734826,1,1,0,1,1,0,0
189792618,1,1,0,0,1,0,0
138936689,0,0,0,0,0,0,0
100925814,0,0,0,0,0,0,0
92799350,0,0,0,0,0,0,0
147063158,1,1,1,1,1,0,0
178782585,1,1,0,0,1,0,0
30409082,1,1,0,0,0,0,0
110363001,1,1,0,1,1,0,0
152830358,0,0,0,0,0,0,0
163840406,1,1,1,1,1,0,0
166461849,1,1,1,1,1,0,0
156762526,1,1,0,0,1,0,0
196084126,1,1,0,0,0,0,0
34603424,1,1,0,0,1,1,1
37749153,1,1,0,0,1,0,0
39059874,1,1,1,1,1,0,0
104333730,0,0,0,0,0,0,0
181928360,1,1,0,0,0,0,0
111149482,1,1,0,0,1,1,1
100925868,1,1,1,1,1,0,0
157286831,1,1,0,0,1,0,0
39059889,1,1,0,0,1,0,0
77595059,1,1,0,0,1,0,0
147587510,0,0,0,0,0,0,0
40632760,0,0,0,0,0,0,0
61604280,1,1,0,0,1,0,0
33554874,1,1,0,0,1,1,1
80740795,1,1,0,0,1,0,0
145752510,0,0,0,0,0,0,0
203162046,1,1,0,0,0,0,0
87556544,1,1,1,1,1,0,0
79430084,0,0,0,0,0,0,0
164364741,0,0,0,0,0,0,0
108790212,1,1,1,1,1,0,0
11534788,0,0,0,0,0,0,0
140509644,0,0,0,0,0,0,0
153878995,1,1,0,0,1,0,0
45351380,1,1,0,0,1,0,0
137101784,0,0,0,0,0,0,0
79692249,1,1,0,0,1,0,0
155976152,1,1,0,0,0,0,0
179306976,1,1,1,1,0,0,0
164626912,1,1,0,0,1,1,1
106693092,1,1,0,0,1,0,0
97780197,1,1,0,0,1,0,0
27263460,1,1,0,0,1,0,0
108528109,1,1,0,0,1,0,0
35389935,1,1,1,1,1,0,0
63963633,1,1,0,0,1,0,0
141033973,1,1,0,0,1,1,0
8913401,1,1,0,0,1,0,0
19923452,1,1,1,1,1,0,0
169869824,1,1,0,0,1,1,1
22807041,0,0,0,0,0,0,0
57410052,1,1,0,0,1,0,0
71565836,1,1,1,1,1,0,0
195822094,1,1,0,0,1,1,1
206569999,0,0,0,0,0,0,0
207880720,0,0,0,0,0,0,0
89391634,0,0,0,0,0,0,0
22544919,0,0,0,0,0,0,0
207880729,1,1,0,0,1,0,0
30147098,1,1,1,1,1,0,0
158859802,1,1,0,0,1,0,0
54788637,1,1,0,0,0,0,0
119538210,1,1,0,0,0,0,0
183239207,1,1,0,0,1,1,0
132383275,1,1,0,0,1,0,0
22807084,0,0,0,0,0,0,0
83886635,1,1,1,1,1,0,0
148898353,1,1,1,1,1,0,0
180093494,1,1,1,1,1,1,1
147063351,0,0,0,0,0,0,0
107741752,1,1,0,0,1,0,0
44827193,1,1,0,0,1,1,1
22020668,1,1,1,1,1,1,1
191103552,0,0,0,0,0,0,0
162529857,1,1,0,0,1,0,0
138674754,1,1,0,0,1,1,1
14680642,1,1,0,0,1,0,0
174064196,0,0,0,0,0,0,0
156762691,0,0,0,0,0,0,0
83362376,1,1,0,0,1,1,0
56099401,1,1,0,0,0,0,0
153616968,1,1,0,0,1,0,0
104858189,1,1,0,0,0,0,0
36700752,0,0,0,0,0,0,0
37225045,1,1,0,1,1,0,0
182714966,1,1,0,0,1,0,0
174588503,1,1,0,0,1,1,1
185074264,1,1,1,1,1,0,0
27787864,0,0,0,0,0,0,0
77857368,0,0,0,0,0,0,0
98566752,1,1,0,0,1,0,0
146014818,1,1,0,0,1,0,0
94634594,0,0,0,0,0,0,0
93848163,1,1,0,0,1,0,0
46924391,1,1,0,0,1,0,0
115343976,1,1,1,1,1,0,0
154403433,1,1,0,0,1,1,0
47186538,1,1,1,1,0,0,0
192938603,0,0,0,0,0,0,0
114295399,1,1,0,0,1,1,1
117178989,0,0,0,0,0,0,0
195297902,1,1,0,0,1,0,0
4194929,1,1,1,1,0,0,0
184287861,1,1,0,0,0,0,0
119538293,1,1,1,1,1,0,0
12321399,1,1,0,0,1,0,0
97518203,0,0,0,0,0,0,0
161481347,1,1,1,1,1,0,0
25166469,1,1,1,1,0,0,0
54788742,0,0,0,0,0,0,0
104596102,1,1,1,1,1,1,1
85983882,1,1,1,1,1,0,0
64225934,1,1,0,0,0,0,0
76022414,0,0,0,0,0,0,0
181928594,0,0,0,0,0,0,0
172753555,0,0,0,0,0,0,0
21758614,1,1,0,0,1,1,1
57148057,0,0,0,0,0,0,0
136839837,1,1,0,1,1,1,1
50070177,1,1,0,0,1,0,0
69468841,0,0,0,0,0,0,0
67109548,0,0,0,0,0,0,0
66585263,1,1,0,0,1,0,0
125043377,1,1,1,1,1,0,0
180880051,1,1,0,0,0,0,0
175637172,1,1,0,0,1,1,1
148636340,1,1,0,0,0,0,0
181928628,1,1,0,0,1,0,0
151782073,1,1,0,0,1,1,1
81789630,0,0,0,0,0,0,0
131334850,1,1,1,1,1,0,0
111149763,1,1,0,1,1,1,1
189268676,1,1,0,0,1,0,0
106693317,1,1,0,0,0,0,0
111936198,0,0,0,0,0,0,0
99877572,1,1,0,0,1,0,0
173540041,1,1,0,0,1,0,0
67633872,0,0,0,0,0,0,0
37487313,1,1,0,0,1,0,0
176947929,0,0,0,0,0,0,0
11797209,1,1,0,0,1,0,0
6554331,1,1,1,1,0,0,0
80478941,1,1,0,0,1,0,0
159908576,1,1,1,1,1,0,0
96994017,1,1,0,0,1,1,1
130810595,1,1,1,1,1,0,0
179569385,1,1,0,0,1,0,0
147587818,1,1,0,0,1,1,1
173015787,1,1,0,0,1,0,0
133169901,1,1,0,0,1,0,0
56886000,1,1,0,0,1,0,0
150209265,1,1,0,0,0,0,0
82838258,1,1,1,1,1,0,0
71041788,1,1,0,0,1,0,0
80478973,0,0,0,0,0,0,0
76546815,1,1,0,0,1,0,0
6816516,1,1,0,0,1,0,0
16515850,1,1,0,0,1,1,1
33817354,1,1,0,0,1,0,0
112984844,1,1,0,0,1,0,0
135267084,1,1,0,0,1,0,0
31195915,1,1,0,0,0,0,0
46662423,0,0,0,0,0,0,0
199492379,1,1,0,0,0,0,0
72352539,1,1,0,0,0,0,0
65798939,1,1,1,1,1,0,0
40633128,0,0,0,0,0,0,0
27001641,1,1,0,0,1,1,1
178258731,1,1,1,1,1,1,1
123208492,1,1,0,0,1,0,0
198968112,1,1,0,0,1,0,0
25428786,0,0,0,0,0,0,0
209191732,1,1,0,0,1,0,0
71041850,1,1,1,1,0,0,0
180355900,1,1,0,0,1,0,0
54788924,1,1,1,1,1,0,0
91489086,1,1,1,1,1,0,0
69731136,1,1,1,1,1,0,0
13370176,1,1,0,0,1,1,1
84149060,1,1,0,0,1,0,0
137626436,1,1,0,0,1,0,0
27001669,1,1,1,1,1,0,0
149685065,1,1,0,0,1,0,0
81789770,1,1,0,0,1,1,1
122159946,1,1,1,1,1,0,0
90178382,1,1,0,0,1,0,0
60031823,1,1,0,0,1,0,0
141558608,1,1,0,0,1,0,0
93324111,0,0,0,0,0,0,0
199230290,1,1,0,0,1,1,1
38798163,1,1,0,0,1,0,0
182190936,1,1,1,1,1,0,0
61080410,1,1,0,0,1,0,0
27788123,1,1,0,0,1,1,1
191103835,0,0,0,0,0,0,0
194249565,1,1,0,0,1,0,0
203686747,1,1,0,0,0,0,0
36438879,1,1,0,0,1,0,0
168297316,0,0,0,0,0,0,0
125305704,1,1,0,0,1,0,0
94110569,0,0,0,0,0,0,0
34603888,1,1,0,0,1,0,0
147325812,1,1,1,1,1,0,0
74974076,1,1,0,1,1,0,0
140247934,1,1,1,1,1,0,0
18088833,1,1,0,0,1,1,1
117965699,1,1,0,0,1,0,0
192152452,0,0,0,0,0,0,0
129237894,1,1,0,0,1,0,0
74449801,1,1,0,0,1,0,0
75760522,1,1,0,0,1,1,1
42992526,1,1,0,0,1,0,0
136840078,1,1,1,1,1,0,0
92275601,1,1,1,1,1,0,0
185074579,0,0,0,0,0,0,0
74449812,1,1,1,1,1,0,0
60031894,0,0,0,0,0,0,0
179045272,1,1,0,0,1,0,0
62915486,0,0,0,0,0,0,0
49021858,1,1,0,0,1,0,0
119538599,1,1,0,0,0,0,0
117965741,1,1,0,0,1,1,1
78119856,1,1,0,0,1,1,1
206570422,1,1,0,0,0,0,0
114820024,0,0,0,0,0,0,0
74711994,1,1,1,1,1,1,1
112722876,0,0,0,0,0,0,0
60294078,1,1,1,1,1,0,0
207619007,0,0,0,0,0,0,0
174326721,1,1,0,1,1,0,0
171443140,1,1,0,0,1,1,1
133432260,1,1,0,1,1,0,0
175637445,1,1,1,1,0,0,0
19661768,1,1,0,0,1,1,1
163840971,1,1,0,0,1,0,0
116917196,1,1,1,1,0,0,0
79954891,0,0,0,0,0,0,0
38536143,1,1,0,0,1,1,1
58459087,1,1,0,0,1,0,0
150209489,1,1,1,1,1,0,0
105120721,0,0,0,0,0,0,0
160170969,1,1,0,0,1,1,1
105907167,1,1,0,0,0,1,0
126354401,1,1,0,0,1,0,0
109315044,1,1,0,0,1,0,0
182453221,1,1,0,0,1,1,1
162792422,1,1,0,0,1,0,0
175375334,1,1,1,1,1,0,0
33817574,1,1,0,0,1,0,0
166200299,1,1,0,0,1,0,0
6292460,1,1,1,1,1,0,0
78906352,1,1,0,0,1,0,0
94634995,0,0,0,0,0,0,0
178258937,1,1,1,1,0,0,0
169870332,1,1,1,1,1,1,1
209454079,1,1,1,1,1,0,0
132645891,1,1,0,0,0,0,0
88343556,0,0,0,0,0,0,0
57672710,0,0,0,0,0,0,0
28836871,1,1,0,0,1,0,0
37225482,1,1,0,0,1,0,0
34341899,1,1,0,1,1,0,0
59507735,1,1,1,1,1,0,0
166462487,0,0,0,0,0,0,0
160957465,1,1,1,1,1,1,1
141820954,1,1,0,0,1,0,0
59769888,0,0,0,0,0,0,0
103547937,1,1,0,0,1,1,0
163054628,1,1,0,0,1,0,0
122422312,0,0,0,0,0,0,0
206832690,0,0,0,0,0,0,0
165676083,1,1,0,0,1,0,0
113509429,1,1,0,0,1,0,0
209454134,1,1,0,0,1,0,0
107217977,1,1,0,0,1,0,0
68682810,1,1,0,0,0,0,0
30934074,1,1,0,0,1,0,0
175899713,1,1,0,0,1,0,0
186123335,1,1,0,0,0,0,0
143918157,1,1,1,1,0,0,0
205259858,0,0,0,0,0,0,0
78382165,1,1,1,1,1,0,0
7603286,0,0,0,0,0,0,0
70779991,1,1,0,0,1,0,0
101975131,0,0,0,0,0,0,0
54002781,0,0,0,0,0,0,0
85197919,1,1,0,0,1,0,0
32506977,1,1,1,1,0,0,0
119538788,1,1,1,1,1,0,0
185074792,1,1,0,0,1,1,0
50332781,1,1,0,0,1,1,0
93062254,1,1,1,1,0,0,0
87819375,1,1,0,0,0,0,0
103548015,1,1,0,0,1,0,0
41419897,0,0,0,0,0,0,0
18875514,1,1,0,0,1,1,1
95945851,0,0,0,0,0,0,0
58983551,0,0,0,0,0,0,0
19399808,0,0,0,0,0,0,0
123995263,1,1,0,0,1,0,0
100664450,1,1,0,0,1,0,0
130548870,1,1,1,1,0,0,0
118752395,1,1,0,0,1,1,1
150996107,1,1,0,0,1,0,0
185074830,1,1,0,0,1,0,0
57934993,1,1,0,0,1,0,0
73401490,1,1,0,1,1,1,1
198444186,0,0,0,0,0,0,0
110101659,1,1,0,0,1,0,0
173802652,1,1,0,0,1,0,0
87032990,1,1,0,0,1,0,0
105383071,1,1,0,0,1,0,0
209192104,0,0,0,0,0,0,0
63440040,1,1,0,0,1,0,0
150209706,1,1,0,1,1,0,0
138151083,1,1,1,1,1,0,0
128713898,1,1,0,1,1,1,1
179831987,1,1,0,0,1,0,0
40895670,1,1,0,0,1,1,0
182191287,1,1,0,0,1,0,0
57935034,0,0,0,0,0,0,0
18351290,1,1,0,0,0,0,0
130811073,1,1,0,0,1,0,0
19137730,1,1,0,0,0,0,0
185337035,0,0,0,0,0,0,0
162792651,1,1,0,0,1,0,0
52692172,1,1,0,0,1,1,1
14157005,1,1,0,0,1,0,0
44565711,0,0,0,0,0,0,0
87295186,1,1,1,1,1,0,0
142869715,0,0,0,0,0,0,0
47711444,1,1,0,0,1,1,0
13632722,1,1,0,0,0,0,0
111150294,1,1,0,0,1,0,0
160957661,1,1,1,1,1,0,0
31720670,1,1,0,0,1,1,1
38012127,1,1,0,0,0,0,0
192414945,1,1,1,1,1,0,0
119538915,0,0,0,0,0,0,0
99353827,1,1,1,1,0,0,0
53478637,1,1,0,0,1,0,0
74188018,1,1,1,1,1,1,1
166462706,0,0,0,0,0,0,0
151520500,1,1,0,0,0,0,0
14419188,1,1,1,1,1,0,0
181667062,1,1,0,0,1,0,0
80217335,1,1,0,0,0,0,0
46400758,1,1,0,0,1,1,0
196609277,1,1,1,1,0,0,0
12059904,1,1,0,0,1,1,0
32507138,1,1,1,1,1,1,1
141296909,1,1,1,1,1,0,0
162792718,1,1,0,0,1,0,0
12322066,1,1,0,0,1,0,0
204735764,1,1,1,1,1,0,0
164103459,1,1,1,1,1,1,1
114558249,1,1,0,0,1,0,0
45614379,0,0,0,0,0,0,0
201590059,1,1,0,0,1,1,1
104072495,1,1,1,1,0,0,0
138413363,1,1,1,1,1,0,0
137102645,0,0,0,0,0,0,0
188220726,1,1,0,0,1,1,1
26740023,1,1,0,1,1,0,0
125568322,0,0,0,0,0,0,0
12059971,1,1,1,1,1,1,1
132646214,0,0,0,0,0,0,0
52168012,1,1,0,0,0,0,0
69993808,1,1,0,0,1,0,0
201590097,1,1,1,1,1,0,0
205260118,1,1,1,1,1,0,0
74188119,1,1,0,0,1,0,0
43255128,0,0,0,0,0,0,0
37750105,1,1,1,1,0,0,0
40371545,1,1,0,0,1,1,1
184288603,1,1,0,0,0,0,0
204211548,1,1,0,1,1,0,0
121374045,1,1,1,1,0,0,0
17827166,1,1,0,0,1,0,0
130549091,0,0,0,0,0,0,0
89130341,1,1,0,0,1,0,0
153355625,0,0,0,0,0,0,0
68683113,1,1,1,1,1,0,0
137364853,0,0,0,0,0,0,0
88606071,1,1,1,1,1,0,0
163317112,1,1,0,0,1,0,0
150472063,0,0,0,0,0,0,0
123471232,0,0,0,0,0,0,0
199492993,1,1,1,1,0,0,0
27002242,1,1,0,0,1,1,1
61343105,0,0,0,0,0,0,0
93062537,1,1,0,0,1,0,0
142345610,1,1,0,0,1,0,0
109839757,1,1,1,0,1,0,0
195298701,0,0,0,0,0,0,0
164627855,0,0,0,0,0,0,0
46925199,0,0,0,0,0,0,0
167773585,1,1,0,0,1,0,0
201852304,1,1,1,1,1,0,0
109315476,1,1,0,0,1,1,1
53216666,1,1,1,1,1,0,0
28050846,1,1,0,0,1,0,0
108266912,1,1,0,0,1,0,0
208143779,1,1,0,0,1,0,0
11797925,1,1,0,0,1,0,0
120587685,1,1,0,0,1,0,0
181929383,1,1,0,0,1,1,1
94897575,1,1,0,0,1,0,0
2622889,1,1,0,0,1,0,0
56624556,1,1,0,0,1,0,0
35128755,1,1,1,1,1,0,0
44041653,1,1,1,1,1,0,0
42993078,0,0,0,0,0,0,0
138151350,0,0,0,0,0,0,0
177210809,0,0,0,0,0,0,0
1836475,1,1,0,0,0,1,0
82576827,1,1,0,0,1,0,0
77596094,1,1,0,0,1,0,0
159909314,1,1,0,0,1,0,0
100140486,1,1,1,1,1,0,0
82052552,1,1,0,0,1,1,0
76547529,1,1,1,1,1,0,0
32769480,1,1,0,0,1,0,0
196347336,0,0,0,0,0,0,0
41682381,1,1,0,0,1,0,0
181667279,1,1,0,0,1,0,0
110364112,1,1,0,1,1,0,0
95946193,1,1,0,0,1,0,0
85198290,0,0,0,0,0,0,0
22283731,0,0,0,0,0,0,0
115606997,1,1,0,0,0,0,0
75761120,0,0,0,0,0,0,0
76547556,1,1,0,0,1,0,0
130811368,1,1,0,0,1,0,0
176424425,1,1,0,0,0,0,0
150210028,1,1,0,0,0,0,0
75761138,1,1,0,0,1,0,0
17565172,0,0,0,0,0,0,0
149947892,1,1,1,1,1,0,0
52954621,1,1,0,0,1,1,0
32245250,1,1,0,0,1,0,0
199755266,1,1,0,0,1,0,0
165938693,1,1,1,1,0,0,0
158860805,1,1,0,0,0,0,0
108267018,1,1,0,0,0,0,0
93062666,1,1,0,0,0,0,0
94111248,0,0,0,0,0,0,0
74712593,1,1,0,0,1,0,0
187434514,1,1,1,1,1,1,1
9176594,1,1,0,0,1,0,0
122947092,1,1,0,0,1,0,0
21235221,1,1,0,0,1,1,1
130024985,1,1,1,1,1,0,0
81790490,1,1,1,1,1,1,1
127927834,1,1,0,0,1,1,1
177735196,1,1,1,1,1,0,0
204473891,1,1,0,0,1,1,1
75499044,1,1,0,0,1,0,0
170919459,0,0,0,0,0,0,0
28575275,1,1,0,0,1,1,0
133695020,1,1,0,0,0,0,0
166987311,0,0,0,0,0,0,0
89654831,1,1,0,0,1,0,0
77858356,1,1,0,1,1,1,1
164365878,1,1,0,0,1,0,0
188483127,0,0,0,0,0,0,0
160695870,1,1,0,0,1,1,1
27264578,0,0,0,0,0,0,0
196871749,1,1,1,1,1,0,0
37750343,1,1,0,0,1,0,0
43779660,0,0,0,0,0,0,0
89392719,0,0,0,0,0,0,0
59770450,1,1,1,1,1,1,1
103810643,1,1,0,0,1,0,0
68159064,0,0,0,0,0,0,0
18613851,1,1,1,1,1,0,0
161220188,1,1,0,1,0,0,0
66586209,1,1,0,0,1,0,0
135267941,1,1,0,0,1,0,0
43779686,1,1,0,0,0,0,0
139462246,1,1,0,0,1,0,0
186910324,1,1,1,1,0,0,0
118228597,0,0,0,0,0,0,0
76809847,1,1,0,0,0,0,0
115607159,1,1,1,1,1,0,0
54789753,0,0,0,0,0,0,0
39585403,1,1,1,1,1,0,0
138937980,1,1,0,0,1,0,0
171443837,1,1,0,0,1,0,0
23856765,1,1,0,0,1,0,0
36439677,1,1,0,0,1,1,1
85984896,1,1,1,1,1,0,0
165152385,1,1,0,0,1,1,1
73139840,0,0,0,0,0,0,0
76285573,0,0,0,0,0,0,0
82839176,1,1,0,1,1,1,1
138675848,1,1,0,0,1,0,0
177211016,0,0,0,0,0,0,0
137365135,1,1,0,0,0,1,1
143394448,1,1,1,1,1,0,0
30148239,1,1,0,0,1,0,0
20186770,1,1,0,0,1,0,0
184551058,1,1,1,1,0,0,0
56886929,1,1,0,0,1,0,0
53741203,1,1,0,0,1,0,0
63964815,1,1,0,0,1,0,0
156501651,1,1,0,0,1,0,0
145491612,0,0,0,0,0,0,0
32507550,0,0,0,0,0,0,0
127403678,1,1,0,0,1,0,0
113247906,1,1,0,0,1,0,0
204211876,1,1,1,1,0,0,0
112461480,1,1,0,0,1,0,0
111675054,1,1,0,0,0,0,0
34866863,1,1,1,1,0,0,0
137103024,1,1,1,1,0,0,0
86247086,1,1,0,0,1,0,0
117966524,1,1,0,0,0,0,0
147588800,1,1,1,1,1,0,0
40634050,1,1,0,0,1,0,0
122160835,1,1,0,0,1,0,0
201328324,1,1,1,1,1,0,0
65275594,1,1,0,0,1,0,0
1050315,1,1,1,1,1,1,1
92014286,1,1,1,1,1,1,1
131335888,1,1,1,1,1,0,0
134481617,1,1,0,0,1,1,0
89392852,1,1,0,0,1,0,0
206571223,1,1,0,1,1,1,1
10749656,0,0,0,0,0,0,0
100402905,0,0,0,0,0,0,0
199493340,0,0,0,0,0,0,0
115869405,0,0,0,0,0,0,0
204736223,0,0,0,0,0,0,0
122160871,0,0,0,0,0,0,0
83887850,0,0,0,0,0,0,0
158598891,1,1,0,0,1,0,0
179308266,1,1,0,0,1,0,0
101713646,0,0,0,0,0,0,0
63178484,1,1,0,0,0,0,0
21235445,1,1,0,0,1,0,0
140773110,0,0,0,0,0,0,0
56624892,1,1,0,0,1,0,0
169084671,1,1,0,0,0,0,0
18614015,1,1,0,1,1,0,0
73139967,1,1,0,0,1,0,0
188221189,1,1,0,0,1,0,0
27789061,1,1,0,0,1,0,0
173278984,1,1,1,1,0,0,0
163317512,1,1,1,1,0,0,0
127403796,1,1,0,0,1,0,0
193464088,0,0,0,0,0,0,0
175376153,1,1,0,0,1,0,0
198969116,1,1,0,0,1,0,0
47712028,1,1,0,0,1,0,0
69469982,0,0,0,0,0,0,0
184551198,1,1,0,0,1,0,0
83887907,1,1,0,0,1,0,0
105908006,1,1,0,0,1,1,1
206309164,0,0,0,0,0,0,0
171706166,1,1,0,0,0,0,0
25167671,0,0,0,0,0,0,0
197134135,1,1,0,0,1,0,0
157812537,1,1,0,0,1,0,0
180094778,1,1,1,1,1,0,0
14944058,1,1,0,0,1,0,0
92276536,0,0,0,0,0,0,0
133695293,1,1,0,0,1,0,0
53479230,1,1,1,1,0,0,0
33818431,1,1,0,0,1,0,0
44566336,1,1,0,0,1,0,0
168560447,1,1,0,0,1,1,1
189269827,0,0,0,0,0,0,0
175114052,1,1,1,1,1,0,0
130025285,1,1,0,0,1,0,0
196085574,1,1,0,0,0,0,0
48760644,1,1,0,0,1,0,0
173541202,1,1,1,1,0,0,0
123995993,0,0,0,0,0,0,0
160958300,0,0,0,0,0,0,0
184026977,1,1,1,1,1,0,0
174327650,1,1,0,0,1,0,0
141297509,0,0,0,0,0,0,0
155715437,1,1,0,0,0,0,0
191629169,1,1,1,1,1,0,0
81790835,0,0,0,0,0,0,0
176162675,1,1,0,0,1,0,0
1574775,1,1,0,0,1,1,1
27789176,1,1,0,0,0,0,0
45614969,1,1,0,0,1,1,0
95160186,1,1,1,1,1,0,0
176949115,0,0,0,0,0,0,0
120063866,1,1,0,0,1,1,1
99616639,1,1,0,0,1,0,0
113772420,0,0,0,0,0,0,0
44566407,0,0,0,0,0,0,0
155977607,1,1,0,1,1,1,1
200542089,1,1,0,0,1,1,0
2623372,1,1,0,0,1,1,1
178784144,1,1,0,0,1,0,0
143656851,1,1,0,0,1,0,0
137889684,1,1,0,0,1,0,0
180094884,0,0,0,0,0,0,0
41420717,1,1,0,0,1,0,0
109316014,1,1,0,0,1,0,0
178784178,1,1,0,0,1,0,0
101713843,1,1,0,0,1,0,0
103024567,1,1,1,1,1,0,0
30148554,1,1,0,0,0,0,0
111151050,1,1,1,1,1,0,0
120850378,1,1,0,0,1,0,0
112723917,1,1,0,0,0,0,0
176687056,1,1,0,0,1,0,0
86509523,0,0,0,0,0,0,0
19662803,0,0,0,0,0,0,0
36177881,0,0,0,0,0,0,0
98306011,0,0,0,0,0,0,0
200280028,1,1,0,0,1,1,1
114558948,1,1,0,1,1,0,0
97519592,1,1,0,0,1,1,0
77858794,1,1,0,0,1,0,0
126093291,1,1,0,0,1,0,0
29886446,1,1,0,0,1,1,0
98568178,1,1,0,0,1,0,0
150734837,1,1,0,0,1,0,0
157026295,1,1,0,0,1,0,0
79169530,1,1,0,0,1,0,0
94373883,1,1,0,0,1,0,0
109053951,1,1,1,1,1,0,0
10225665,1,1,1,1,1,1,1
